session_id,started_at,ended_at,end_reason,total_cost_usd,input_tokens,output_tokens,cache_creation_tokens,cache_read_tokens,total_tokens,models,git_branch
45fe197a-30ad-4107-890f-ae4a19e54373,2026-05-21T06:49:30.090Z,2026-05-21T07:10:57.469Z,backfill,0.788243,17856,17312,235394,1979880,2250442,claude-sonnet-4-6,main
39c3ff98-807e-4636-8d9b-ff7a315efd91,2026-05-21T21:39:32.869Z,2026-05-21T22:46:17.842Z,backfill,2.951116,66292,72212,779782,6234166,7152452,claude-sonnet-4-6,main
2f35cf39-8a94-4b73-80d7-a27e36872ec8,2026-05-16T08:10:07.516Z,2026-05-16T08:11:21.259Z,backfill,ERROR,0,0,0,0,0,,HEAD
dc4dfb30-e47b-46a0-a4a7-00865388c908,2026-05-19T10:18:18.036Z,2026-05-19T10:29:37.863Z,backfill,0.387453,1958,9332,71225,1267743,1350258,claude-sonnet-4-6,main
8e45a050-1ca6-49a2-afc4-d54d84545e84,2026-05-23T21:55:51.260Z,2026-05-23T22:18:27.176Z,backfill,1.050908,15061,29256,325418,1989408,2359143,claude-sonnet-4-6,main
7983deab-b2d0-4dde-afb8-fc27cda0d857,2026-05-19T09:38:09.231Z,2026-05-19T09:49:28.127Z,backfill,0.282894,806,7649,60420,740211,809086,claude-sonnet-4-6,main
676dcdd1-b4b7-41c0-b7d4-eb6db88e6a57,2026-05-20T00:21:03.109Z,2026-05-20T00:40:06.956Z,backfill,0.576845,6509,23724,90280,1759309,1879822,claude-sonnet-4-6,main
59c35a25-f8dc-406e-b0db-f170c32dd23e,2026-05-20T02:47:54.910Z,2026-05-20T02:51:26.154Z,backfill,0.192671,2950,3201,54221,309888,370260,claude-sonnet-4-6,main
cde1c877-29f5-465e-ad85-60668866ddd0,2026-05-21T04:51:43.278Z,2026-05-21T05:07:00.230Z,backfill,0.968226,111,29155,93443,2642651,2765360,claude-sonnet-4-6,main
1bf38024-6fcc-497e-8283-ea4170d5f1b5,2026-05-21T07:34:01.016Z,2026-05-21T07:38:00.494Z,backfill,0.068325,3,46,17287,9331,26667,claude-sonnet-4-6,main
916915aa-6b50-46ee-bc91-01248624ef7d,2026-05-19T05:44:36.325Z,2026-05-19T05:49:50.114Z,backfill,0.182334,300,8165,31812,320570,360847,claude-sonnet-4-6,main
f58355df-69fb-4487-986d-679cd7239a0f,2026-05-22T05:16:40.882Z,2026-05-22T05:34:35.143Z,backfill,0.974403,52,11019,167923,904284,1083278,claude-sonnet-4-6,main
c604722c-44d2-400e-84af-18b0b95d6e62,2026-05-19T09:06:31.059Z,2026-05-19T09:17:47.289Z,backfill,0.905178,723,58290,107344,1976782,2143139,claude-sonnet-4-6,main
d58afd95-26df-4d40-afbf-857663949129,2026-05-18T06:13:38.590Z,2026-05-18T07:10:47.872Z,backfill,1.043095,1687,36313,157789,2745797,2941586,claude-sonnet-4-6,main
022d45da-e43f-4214-8623-0c5473505edd,2026-05-23T03:50:09.124Z,2026-05-23T05:41:15.336Z,backfill,3.611743,27782,53544,436482,3699107,4216915,claude-sonnet-4-6,main
d0443c70-3acf-49e7-b291-f3363c402c72,2026-05-22T01:33:41.947Z,2026-05-22T03:06:07.708Z,backfill,2.384406,5833,114586,954741,1717037,2792197,claude-sonnet-4-6,main
514ef9b0-5a3f-4949-996f-1eb68a391246,2026-05-19T01:52:38.822Z,2026-05-19T02:21:07.506Z,backfill,0.574388,8095,14505,121357,1100255,1244212,claude-sonnet-4-6,main
ac021359-4a6c-4865-a4de-e51171c53984,2026-05-22T05:34:56.982Z,2026-05-22T05:53:59.680Z,backfill,0.560303,67,18112,37685,847039,902903,claude-sonnet-4-6,main
f93978bc-ac3b-4623-82e8-1980f00d3c58,2026-05-19T02:35:20.300Z,2026-05-19T02:41:14.316Z,backfill,0.206722,5846,8723,56567,576667,647803,claude-sonnet-4-6,main
089f8e98-803b-46a9-a42a-772f0bb53b59,2026-05-25T09:05:28.802Z,2026-05-25T09:14:11.891Z,backfill,0.367597,3134,13115,127386,809356,952991,claude-sonnet-4-6,main
a3546746-d933-4336-8635-803af254ba65,2026-05-20T02:51:31.080Z,2026-05-20T03:04:03.421Z,backfill,0.593399,95,22679,80332,1718175,1821281,claude-sonnet-4-6,main
c59f505c-d336-414f-b7c4-e88b44e9f3de,2026-05-18T07:11:56.681Z,2026-05-18T07:41:40.580Z,backfill,1.328588,12307,61141,263839,2876349,3213636,claude-sonnet-4-6,main
38cc3113-7fb7-4ee6-9352-5bd1e34edee2,2026-05-23T00:20:44.999Z,2026-05-23T01:11:41.682Z,backfill,1.361064,4845,20874,268281,3015438,3309438,claude-sonnet-4-6,main
5dd453b6-b1ed-4a33-8f73-f8daef4ada08,2026-05-21T01:47:13.836Z,2026-05-21T04:31:26.261Z,backfill,2.359220,12256,60409,661883,3151255,3885803,claude-sonnet-4-6,main
00d320ac-edf2-473e-bc0b-22cfc7516f5d,2026-05-25T05:31:13.743Z,2026-05-25T05:31:51.817Z,backfill,0.069022,12,962,26806,76850,104630,claude-sonnet-4-6,main
3608745b-5d73-4a0e-bc51-51b18e14c3ec,2026-05-18T07:55:16.039Z,2026-05-18T09:11:24.709Z,backfill,0.462706,29,55180,128109,265650,448968,claude-sonnet-4-6,main
e8688713-7b91-445f-b853-45cd56d991e9,2026-05-19T09:32:48.022Z,2026-05-19T09:40:42.555Z,backfill,0.559664,649,12519,121150,1663743,1798061,claude-sonnet-4-6,main
e4c1f315-8345-4f3a-84c7-8eb22eb7d91e,2026-05-19T03:33:21.818Z,2026-05-19T05:19:02.857Z,backfill,6.986261,3472,644208,524724,15470312,16642716,claude-sonnet-4-6,main
ad9d687c-6a22-4d54-973d-94100baf9028,2026-05-25T09:24:31.942Z,2026-05-25T09:27:58.733Z,backfill,0.136307,23,5177,49856,211214,266270,claude-sonnet-4-6,main
7c4b7836-42e7-425c-9c1c-951747b2a664,2026-05-19T05:33:18.075Z,2026-05-19T05:43:35.233Z,backfill,0.569425,50,33468,103658,932678,1069854,claude-sonnet-4-6,main
928dcac7-c11d-4b0a-b461-17f53fcdd568,2026-05-25T03:33:18.215Z,2026-05-25T03:59:37.420Z,backfill,0.826767,375,27866,71752,3007555,3107548,claude-sonnet-4-6,main
32a47a82-d553-49d6-939d-f24baacde57a,2026-05-21T22:52:23.386Z,2026-05-21T23:15:46.428Z,backfill,0.696885,45,38967,131903,569971,740886,claude-sonnet-4-6,main
504cdca8-3346-45ca-8a3d-c53e398684c4,2026-05-19T06:20:07.621Z,2026-05-19T08:16:45.164Z,backfill,0.191617,26,5736,79206,425964,510932,claude-sonnet-4-6,main
f318dc1b-a274-4443-b976-a0a717e42e1b,2026-05-23T05:41:35.716Z,2026-05-23T05:42:54.726Z,backfill,0.103114,21,3887,30995,160573,195476,claude-sonnet-4-6,main
124ae3ae-5be6-4cb7-b84a-c5fb3dbc1e6b,2026-05-18T10:54:14.264Z,2026-05-18T11:14:29.020Z,backfill,0.795519,106,30352,98806,2552093,2681357,claude-sonnet-4-6,main
c3be2fa3-fb05-46e6-a3a2-310bafe296ed,2026-05-19T06:13:39.075Z,2026-05-19T06:17:05.436Z,backfill,0.201558,297,5334,65279,500510,571420,claude-sonnet-4-6,main
c232a766-7b22-4da7-ab24-388ff3c77410,2026-05-19T00:22:05.291Z,2026-05-19T01:52:32.881Z,backfill,0.780050,3734,15509,247726,1525152,1792121,claude-sonnet-4-6,main
4f16ce73-6e90-42bf-96b4-b414ffd7a496,2026-05-21T06:33:31.896Z,2026-05-21T06:48:18.566Z,backfill,0.778764,8460,21761,122804,1828597,1981622,claude-sonnet-4-6,main
a58e1445-a62f-4860-b69a-f3ed869f4cac,2026-05-18T23:37:03.666Z,2026-05-18T23:38:32.039Z,backfill,0.133354,25,2155,37098,293363,332641,claude-sonnet-4-6,main
d3546a55-07e6-47f1-9e42-c282dc42a6ef,2026-05-24T07:47:46.350Z,2026-05-24T07:54:06.885Z,backfill,0.225032,34,2149,83370,425283,510836,claude-sonnet-4-6,main
b620f046-970a-4b3f-8a06-fa89e27603c3,2026-05-19T23:09:28.695Z,2026-05-20T00:47:17.957Z,backfill,1.118797,71,8088,536200,1399665,1944024,claude-sonnet-4-6,main
05a8cd5c-7db1-4502-9a7c-99c3960cf08c,2026-05-20T23:20:00.218Z,2026-05-20T23:20:29.143Z,backfill,0.049222,6,448,22962,18662,42078,claude-sonnet-4-6,main
79c617e3-af9b-4a63-b51b-a01542374f8f,2026-05-18T10:12:21.512Z,2026-05-18T10:30:10.896Z,backfill,0.861746,9030,72809,122118,1769961,1973918,claude-sonnet-4-6,main
2d18f4cd-ee8b-4f79-8b27-a1d744f1e099,2026-05-18T11:16:04.249Z,2026-05-18T11:27:28.908Z,backfill,0.430895,57,19803,80795,1174575,1275230,claude-sonnet-4-6,main
a903f9ab-7b00-481d-9af3-01d85c5e9688,2026-05-17T06:10:33.464Z,2026-05-17T06:12:21.478Z,backfill,0.171053,12997,5954,104961,150514,274426,claude-sonnet-4-6,HEAD
c81b1495-c3fb-44af-883b-16ef6d21c592,2026-05-23T06:57:51.420Z,2026-05-23T07:02:34.887Z,backfill,0.168311,39,3738,32064,460047,495888,claude-sonnet-4-6,main
084da5a7-eacf-45f2-a03b-08f0a4a5429a,2026-05-19T05:19:10.902Z,2026-05-19T05:20:58.887Z,backfill,0.099482,20,1286,35019,175820,212145,claude-sonnet-4-6,main
e03a1382-0d19-472b-ad45-5285d4981ba6,2026-05-22T03:19:10.552Z,2026-05-22T05:10:36.229Z,backfill,2.467762,8629,45677,507467,6290575,6852348,claude-sonnet-4-6,main
5ddfafe9-3e17-4da2-bfeb-ce5bc07b8790,2026-05-16T07:56:52.055Z,2026-05-16T08:07:52.768Z,backfill,ERROR,0,0,0,0,0,,HEAD
a5769ab0-1d9a-4f21-8af1-fa0367c32fe7,2026-05-23T07:07:09.960Z,2026-05-23T07:32:35.536Z,backfill,1.786101,5339,151547,134894,5165127,5456907,claude-sonnet-4-6,main
17d1bec7-4273-4fb8-a8db-524ce488ecd9,2026-05-22T03:13:35.195Z,2026-05-22T03:19:46.524Z,backfill,0.145677,26,5189,46785,258577,310577,claude-sonnet-4-6,main
97e6e6f8-6265-4070-8f5b-fa6a5455ddc8,2026-05-18T09:19:53.505Z,2026-05-18T09:36:39.760Z,backfill,0.631653,34,107364,108031,440248,655677,claude-sonnet-4-6,main
fa00b4f7-77b8-422d-b7af-c8d151730b9f,2026-05-23T01:12:04.225Z,2026-05-23T01:50:16.067Z,backfill,0.830025,55,16190,231775,1028027,1276047,claude-sonnet-4-6,main
402b0b1d-2e20-418c-9e08-156d1f554246,2026-05-27T01:21:43.345Z,2026-05-27T01:32:13.718Z,backfill,0.351637,47,3948,140910,574623,719528,claude-sonnet-4-6,main
081ece0d-b66e-46ad-ad7a-8b0aa0445b8b,2026-05-20T01:36:19.994Z,2026-05-20T02:40:33.165Z,backfill,1.343684,1025,54788,295422,3075563,3426798,claude-sonnet-4-6,main
80846a4f-86dc-424f-b27d-48a49ac17cd4,2026-07-07T09:15:16.440Z,2026-07-07T09:53:05.764Z,backfill,8.385867,136228,231846,658634,21380318,22407026,claude-opus-4-8,main
dd767bba-5eb0-4e2c-ac2b-5cec67607361,2026-07-07T05:45:52.894Z,2026-07-07T09:06:09.028Z,backfill,2.908502,32551,69802,527094,3722780,4352227,claude-opus-4-8,main
47f154c3-6be5-4627-9148-3a3fa31a600b,2026-07-07T10:00:31.043Z,2026-07-07T10:06:19.488Z,backfill,0.741822,28085,9680,69589,1095149,1202503,claude-opus-4-8,main
b9500ef8-9437-435c-9379-c8878132ce5b,2026-07-07T09:54:49.213Z,2026-07-07T09:58:05.871Z,backfill,0.402999,27973,7147,50240,524341,609701,claude-opus-4-8,main
899431d3-9f7e-4ec3-bf81-17ff5bd5fa9f,2026-07-07T10:06:29.325Z,2026-07-07T22:07:32.589Z,backfill,0.540589,37417,11825,121811,771395,942448,claude-opus-4-8,main
7a41a0fa-6525-4d88-9dc0-933ed7d11ad4,2026-07-07T09:20:41.543Z,2026-07-07T09:22:47.835Z,backfill,0.255733,27776,4354,44204,229147,305481,claude-opus-4-8,main
ad15f46d-3ef3-45b9-aefc-cfb4eea4977f,2026-07-01T09:55:03.383Z,2026-07-01T10:01:26.772Z,backfill,0.628838,28515,10844,34924,1092694,1166977,claude-opus-4-8,main
